,fips,year,counts_x,race,counts_y,percentage,variable,value,representation
70970,42101038400,2019,110,Black - Non-Latino,34,30.909090909090907,Black - Non-Latino,7.1809602,4.3043116864915785
36430,42101021700,2019,240,Black - Non-Latino,83,34.583333333333336,Black - Non-Latino,8.03880804,4.302047413155214
73799,42101989100,2018,71,Asian,2,2.8169014084507045,Asian,0.6567933,4.2888704992129245
71306,42101038700,2022,21,Black - Non-Latino,11,52.38095238095239,Black - Non-Latino,12.22316865,4.285382447124493
28189,42101017602,2020,500,White - Non-Latino,93,18.6,White - Non-Latino,4.34338273,4.282376469273294
3337,42101006500,2016,1590,White - Non-Latino,47,2.955974842767296,White - Non-Latino,0.69103879,4.2775816430902465
16646,42101012500,2016,1344,Black - Non-Latino,620,46.13095238095239,Black - Non-Latino,10.78694818,4.276552701577212
59918,42101033702,2021,142,Black - Non-Latino,47,33.098591549295776,Black - Non-Latino,7.74879227,4.271451652851674
3499,42101006500,2023,137,Asian,3,2.18978102189781,Asian,0.5127062,4.271025046893933
70006,42101038000,2020,32,Black - Non-Latino,13,40.625,Black - Non-Latino,9.51578947,4.269220134396269
60006,42101033800,2016,205,Black - Non-Latino,74,36.09756097560975,Black - Non-Latino,8.4602649,4.266717579447158
23721,42101016200,2018,327,White - Non-Latino,52,15.902140672782874,White - Non-Latino,3.73033708,4.262923251102786
35878,42101021400,2022,61,Black - Non-Latino,17,27.86885245901639,Black - Non-Latino,6.54639175,4.257131794628147
7741,42101008302,2018,2814,White - Non-Latino,75,2.6652452025586353,White - Non-Latino,0.62688646,4.251559688430079
26489,42101017201,2014,1053,White - Non-Latino,35,3.323836657169991,White - Non-Latino,0.7827176,4.246533688740346
65846,42101036201,2018,108,Black - Non-Latino,17,15.74074074074074,Black - Non-Latino,3.70994941,4.242845117594404
40567,42101025400,2020,77,Asian,1,1.2987012987012987,Asian,0.30612245,4.242424228282829
23554,42101016100,2022,145,Black - Non-Latino,64,44.13793103448276,Black - Non-Latino,10.41144902,4.239364852067706
26517,42101017201,2015,2592,White - Non-Latino,86,3.3179012345679015,White - Non-Latino,0.7827176,4.238950592867596
27782,42101017601,2015,8195,Black - Non-Latino,1904,23.23367907260525,Black - Non-Latino,5.48363898,4.236908949940619
22025,42101015200,2016,1487,White - Non-Latino,117,7.868190988567586,White - Non-Latino,1.85879667,4.232948721910281
41539,42101026100,2016,177,Asian,1,0.5649717514124294,Asian,0.13355593,4.230225879243471
6977,42101008102,2017,1261,White - Non-Latino,35,2.775574940523394,White - Non-Latino,0.65632458,4.2289669244497805
36798,42101021900,2019,116,Black - Non-Latino,26,22.413793103448278,Black - Non-Latino,5.30726257,4.223230489884784
59502,42101033701,2014,569,Black - Non-Latino,117,20.56239015817223,Black - Non-Latino,4.87519501,4.217757467341237
8009,42101008400,2018,2525,White - Non-Latino,83,3.2871287128712874,White - Non-Latino,0.7798574,4.215038176045117
68686,42101037300,2022,51,Black - Non-Latino,22,43.13725490196079,Black - Non-Latino,10.23943936,4.2128532027324574
4837,42101007102,2017,2188,White - Non-Latino,58,2.6508226691042047,White - Non-Latino,0.62956946,4.2105324948643545
42613,42101026500,2019,2113,White - Non-Latino,88,4.164694746805489,White - Non-Latino,0.99078341,4.203436093873926
28565,42101017702,2014,5971,White - Non-Latino,2312,38.720482331267796,White - Non-Latino,9.21985816,4.199683081813029
25541,42101016901,2014,923,White - Non-Latino,29,3.14192849404117,White - Non-Latino,0.75014426,4.188432361051686
41705,42101026200,2016,287,White - Non-Latino,13,4.529616724738676,White - Non-Latino,1.08241082,4.184748194533639
65886,42101036201,2020,58,Black - Non-Latino,9,15.517241379310345,Black - Non-Latino,3.70994941,4.182601880630589
69910,42101038000,2016,161,Black - Non-Latino,64,39.75155279503105,Black - Non-Latino,9.51578947,4.1774308816261625
68478,42101037200,2023,22,Black - Non-Latino,5,22.727272727272727,Black - Non-Latino,5.44297832,4.175521450041845
46309,42101028000,2022,247,White - Non-Latino,7,2.834008097165992,White - Non-Latino,0.67883895,4.174787108438594
46285,42101028000,2021,425,White - Non-Latino,12,2.823529411764706,White - Non-Latino,0.67883895,4.159350920810755
41879,42101026301,2016,396,Asian,3,0.7575757575757576,Asian,0.18229167,4.155844079851579
58074,42101033102,2015,400,Black - Non-Latino,91,22.75,Black - Non-Latino,5.47647768,4.154129958948358
60466,42101034100,2015,200,Black - Non-Latino,39,19.5,Black - Non-Latino,4.69786624,4.150820607442412
21457,42101014900,2019,814,White - Non-Latino,34,4.176904176904177,White - Non-Latino,1.00831863,4.142444712049183
60146,42101033900,2014,166,Black - Non-Latino,50,30.120481927710845,Black - Non-Latino,7.28454172,4.134849258260662
60778,42101034400,2014,448,Black - Non-Latino,51,11.383928571428571,Black - Non-Latino,2.75385017,4.133822782169943
7249,42101008200,2019,4154,White - Non-Latino,96,2.311025517573423,White - Non-Latino,0.55907018,4.133694838765007
59714,42101033701,2022,313,Black - Non-Latino,63,20.12779552715655,Black - Non-Latino,4.87519501,4.1286134166675215
41733,42101026200,2017,515,White - Non-Latino,23,4.466019417475728,White - Non-Latino,1.08241082,4.125992954759754
69995,42101038000,2020,32,Asian,1,3.125,Asian,0.75789474,4.123263871708622
27754,42101017601,2014,6501,Black - Non-Latino,1469,22.596523611752037,Black - Non-Latino,5.48363898,4.120716862318321
58054,42101033102,2014,359,Black - Non-Latino,81,22.56267409470752,Black - Non-Latino,5.47647768,4.11992441366209
4893,42101007102,2019,1851,White - Non-Latino,48,2.593192868719611,White - Non-Latino,0.62956946,4.118994064165074
28321,42101017701,2015,6393,White - Non-Latino,2201,34.42828093226967,White - Non-Latino,8.36707152,4.114734868702267
59558,42101033701,2016,334,Black - Non-Latino,67,20.059880239520957,Black - Non-Latino,4.87519501,4.114682632873994
69835,42101037900,2023,19,Asian,1,5.263157894736842,Asian,1.27939793,4.113777091023464
13681,42101010700,2022,556,White - Non-Latino,43,7.7338129496402885,White - Non-Latino,1.88096575,4.111618167231534
58178,42101033102,2019,298,Black - Non-Latino,67,22.483221476510067,Black - Non-Latino,5.47647768,4.105416435571059
13595,42101010700,2019,1476,Asian,17,1.151761517615176,Asian,0.28074116,4.10257447684257
3309,42101006500,2015,2187,White - Non-Latino,62,2.8349336991312297,White - Non-Latino,0.69103879,4.102423395264439
22890,42101015700,2022,75,Black - Non-Latino,27,36.0,Black - Non-Latino,8.78455131,4.098103446560665
35534,42101021300,2017,672,Black - Non-Latino,145,21.577380952380953,Black - Non-Latino,5.26612222,4.097394638968511
41477,42101026000,2020,71,White - Non-Latino,5,7.042253521126761,White - Non-Latino,1.72166428,4.090375576083138
16838,42101012500,2023,34,Black - Non-Latino,15,44.11764705882353,Black - Non-Latino,10.78694818,4.089909984051071
26573,42101017201,2017,2564,White - Non-Latino,82,3.1981279251170043,White - Non-Latino,0.7827176,4.0859282135945385
54930,42101031502,2014,176,Black - Non-Latino,51,28.97727272727273,Black - Non-Latino,7.09308113,4.085287084157844
4917,42101007102,2020,350,White - Non-Latino,9,2.571428571428571,White - Non-Latino,0.62956946,4.08442393541226
14753,42101011200,2017,1416,White - Non-Latino,40,2.824858757062147,White - Non-Latino,0.69166363,4.084151073639866
742,42101002400,2014,379,Black - Non-Latino,127,33.50923482849604,Black - Non-Latino,8.2277247,4.072721931069965
25413,42101016800,2018,1427,White - Non-Latino,62,4.344779257182902,White - Non-Latino,1.06734435,4.070644358760977
10849,42101009400,2016,2151,White - Non-Latino,48,2.2315202231520224,White - Non-Latino,0.54873269,4.066679940559077
63162,42101035100,2016,74,Black - Non-Latino,12,16.216216216216218,Black - Non-Latino,3.98923152,4.064997515164579
55274,42101031600,2018,279,Black - Non-Latino,102,36.55913978494624,Black - Non-Latino,8.99917287,4.062500000063476
12097,42101010100,2017,1669,White - Non-Latino,108,6.470940683043739,White - Non-Latino,1.59369848,4.06032933095584
11257,42101009500,2023,48,White - Non-Latino,1,2.083333333333333,White - Non-Latino,0.51313009,4.060049047861008
35734,42101021400,2016,392,Black - Non-Latino,104,26.53061224489796,Black - Non-Latino,6.54639175,4.052707698847684
55218,42101031600,2016,502,Black - Non-Latino,183,36.45418326693227,Black - Non-Latino,8.99917287,4.0508370928685435
25309,42101016800,2014,671,White - Non-Latino,29,4.321907600596125,White - Non-Latino,1.06734435,4.049215794880186
27810,42101017601,2016,9719,Black - Non-Latino,2158,22.203930445519084,Black - Non-Latino,5.48363898,4.049123315101806
59210,42101033500,2022,333,Black - Non-Latino,122,36.63663663663664,Black - Non-Latino,9.04891304,4.048733419659057
58658,42101033300,2021,59,Black - Non-Latino,22,37.28813559322034,Black - Non-Latino,9.2130066,4.047336251036696
63270,42101035100,2022,31,Black - Non-Latino,5,16.129032258064516,Black - Non-Latino,3.98923152,4.043142689814232
35254,42101021200,2015,229,Black - Non-Latino,61,26.637554585152838,Black - Non-Latino,6.59242762,4.040629055120796
65542,42101036000,2022,375,Black - Non-Latino,133,35.46666666666667,Black - Non-Latino,8.77850672,4.040170816964035
677,42101002000,2014,143,White - Non-Latino,32,22.377622377622377,White - Non-Latino,5.54493308,4.0356884483125945
1334,42101005000,2016,29,Black - Non-Latino,9,31.03448275862069,Black - Non-Latino,7.69230769,4.034482759831035
41667,42101026200,2015,378,Asian,3,0.7936507936507936,Asian,0.19680197,4.032738054658669
19706,42101014200,2016,838,Black - Non-Latino,266,31.742243436754176,Black - Non-Latino,7.87114846,4.032733418517452
21349,42101014900,2015,984,White - Non-Latino,40,4.0650406504065035,White - Non-Latino,1.00831863,4.031504059789616
42679,42101026600,2014,735,Asian,4,0.5442176870748299,Asian,0.13499325,4.0314436986651545
12417,42101010200,2019,1741,White - Non-Latino,44,2.527283170591614,White - Non-Latino,0.62754942,4.027225729236773
36374,42101021700,2017,343,Black - Non-Latino,111,32.36151603498542,Black - Non-Latino,8.03880804,4.025661002720675
24449,42101016500,2018,1354,White - Non-Latino,83,6.129985228951256,White - Non-Latino,1.52284264,4.025356965937896
66614,42101036301,2023,27,Black - Non-Latino,4,14.814814814814813,Black - Non-Latino,3.68064953,4.025054462279872
17795,42101013401,2021,28,Asian,3,10.714285714285714,Asian,2.66608392,4.018735357094728
66062,42101036202,2019,175,Black - Non-Latino,43,24.571428571428573,Black - Non-Latino,6.12577387,4.011155013697653
30614,42101019100,2016,449,Black - Non-Latino,195,43.42984409799555,Black - Non-Latino,10.83532821,4.00817061156614
42201,42101026302,2020,551,White - Non-Latino,27,4.900181488203267,White - Non-Latino,1.22262774,4.007909626034877
42917,42101026700,2014,1029,White - Non-Latino,27,2.623906705539359,White - Non-Latino,0.65498858,4.006034281604358
60486,42101034100,2016,149,Black - Non-Latino,28,18.79194630872483,Black - Non-Latino,4.69786624,4.000102461138789
1394,42101005000,2021,13,Black - Non-Latino,4,30.76923076923077,Black - Non-Latino,7.69230769,4.0000000012
7903,42101008400,2015,2959,Asian,58,1.960121662723893,Asian,0.49019608,3.998648179161068
42241,42101026302,2022,390,White - Non-Latino,19,4.871794871794872,White - Non-Latino,1.22262774,3.9846919159505343
29523,42101018002,2014,236,Asian,5,2.11864406779661,Asian,0.53201247,3.982320316282455
11097,42101009500,2016,1910,White - Non-Latino,39,2.0418848167539267,White - Non-Latino,0.51313009,3.979273202929742
59074,42101033500,2017,492,Black - Non-Latino,176,35.77235772357724,Black - Non-Latino,9.04891304,3.9532215157166806
36707,42101021900,2015,63,Asian,4,6.349206349206349,Asian,1.60614525,3.953071086943319
41205,42101025900,2014,191,White - Non-Latino,10,5.2356020942408374,White - Non-Latino,1.32492114,3.951632996240695
70043,42101038000,2022,67,Asian,2,2.9850746268656714,Asian,0.75789474,3.9386401162589824
26653,42101017201,2020,649,White - Non-Latino,20,3.0816640986132513,White - Non-Latino,0.7827176,3.9371340297103976
12871,42101010400,2019,2201,Asian,13,0.5906406179009541,Asian,0.15006002,3.9360291828626583
30770,42101019100,2022,277,Black - Non-Latino,118,42.59927797833935,Black - Non-Latino,10.83532821,3.9315170849208037
65902,42101036201,2021,96,Black - Non-Latino,14,14.583333333333334,Black - Non-Latino,3.70994941,3.9308712118889333
8037,42101008400,2019,5170,White - Non-Latino,158,3.056092843326886,White - Non-Latino,0.7798574,3.9187841819887663
71242,42101038700,2017,71,Black - Non-Latino,34,47.88732394366197,Black - Non-Latino,12.22316865,3.917750406206002
64310,42101035602,2015,67,Black - Non-Latino,14,20.8955223880597,Black - Non-Latino,5.33591374,3.916015776533093
55246,42101031600,2017,420,Black - Non-Latino,148,35.23809523809524,Black - Non-Latino,8.99917287,3.915703781573788
23530,42101016100,2021,211,Black - Non-Latino,86,40.758293838862556,Black - Non-Latino,10.41144902,3.9147570871804125
59798,42101033702,2016,165,Black - Non-Latino,50,30.303030303030305,Black - Non-Latino,7.74879227,3.9106778510956657
41685,42101026200,2015,378,White - Non-Latino,16,4.232804232804233,White - Non-Latino,1.08241082,3.910533925376164
60166,42101033900,2015,130,Black - Non-Latino,37,28.46153846153846,Black - Non-Latino,7.28454172,3.9071144837287664
68646,42101037300,2020,50,Black - Non-Latino,20,40.0,Black - Non-Latino,10.23943936,3.9064638788973696
65222,42101035900,2018,179,Black - Non-Latino,25,13.966480446927374,Black - Non-Latino,3.5788284,3.9025286730504805
58102,42101033102,2016,365,Black - Non-Latino,78,21.36986301369863,Black - Non-Latino,5.47647768,3.9021181610473814
63550,42101035301,2020,52,Black - Non-Latino,8,15.384615384615385,Black - Non-Latino,3.94339623,3.901361792551946
14989,42101011300,2018,408,White - Non-Latino,12,2.941176470588235,White - Non-Latino,0.75419952,3.899732620604472
34366,42101020700,2015,227,Black - Non-Latino,115,50.66079295154186,Black - Non-Latino,12.99435028,3.8986784148427507
31105,42101019501,2014,734,White - Non-Latino,126,17.166212534059948,White - Non-Latino,4.40430282,3.8976004229563737
19678,42101014200,2015,812,Black - Non-Latino,249,30.665024630541872,Black - Non-Latino,7.87114846,3.895876794393721
27955,42101017601,2022,1044,Asian,19,1.8199233716475096,Asian,0.46745775,3.8932360660348655
11005,42101009400,2022,515,White - Non-Latino,11,2.1359223300970873,White - Non-Latino,0.54873269,3.892464161552116
41267,42101025900,2018,153,Asian,1,0.6535947712418301,Asian,0.16824395,3.884804007762716
59234,42101033500,2023,37,Black - Non-Latino,13,35.13513513513514,Black - Non-Latino,9.04891304,3.8828017221320468
69879,42101038000,2015,170,Asian,5,2.941176470588235,Asian,0.75789474,3.8807189380787035
58962,42101033400,2023,28,Black - Non-Latino,12,42.857142857142854,Black - Non-Latino,11.04773975,3.879267961316961
4969,42101007102,2022,901,White - Non-Latino,22,2.4417314095449503,White - Non-Latino,0.62956946,3.878414638386287
22694,42101015700,2014,455,Black - Non-Latino,155,34.065934065934066,Black - Non-Latino,8.78455131,3.87793671683091
62030,42101034702,2016,165,Black - Non-Latino,43,26.060606060606062,Black - Non-Latino,6.72445495,3.8754971599008274
24037,42101016300,2021,263,White - Non-Latino,47,17.870722433460077,White - Non-Latino,4.6182266,3.869607098417405
474,42101001101,2014,33,Black - Non-Latino,12,36.36363636363637,Black - Non-Latino,9.39765756,3.8694362006138436
58570,42101033300,2017,188,Black - Non-Latino,67,35.638297872340424,Black - Non-Latino,9.2130066,3.868259236060943
42535,42101026500,2017,1496,Asian,4,0.267379679144385,Asian,0.06912442,3.8680929133927626
61106,42101034501,2018,155,Black - Non-Latino,53,34.193548387096776,Black - Non-Latino,8.84272997,3.8668542976097204
28649,42101017702,2017,7210,White - Non-Latino,2566,35.58945908460471,White - Non-Latino,9.21985816,3.860087483667397
22854,42101015700,2020,59,Black - Non-Latino,20,33.89830508474576,Black - Non-Latino,8.78455131,3.858854469454486
12389,42101010200,2018,1239,White - Non-Latino,30,2.4213075060532687,White - Non-Latino,0.62754942,3.8583535079249516
68670,42101037300,2021,81,Black - Non-Latino,32,39.50617283950617,Black - Non-Latino,10.23943936,3.8582359297751796
63490,42101035301,2017,191,Black - Non-Latino,29,15.18324607329843,Black - Non-Latino,3.94339623,3.8502968476232553
56274,42101032000,2020,38,Black - Non-Latino,22,57.89473684210527,Black - Non-Latino,15.04773451,3.8474055216505323
1138,42101003901,2014,271,Black - Non-Latino,97,35.79335793357934,Black - Non-Latino,9.30386011,3.8471513447528967
31397,42101019502,2015,464,White - Non-Latino,95,20.474137931034484,White - Non-Latino,5.33333333,3.8389008644682785
15125,42101011400,2016,1424,White - Non-Latino,132,9.269662921348315,White - Non-Latino,2.41593209,3.8368888594663746
26241,42101017100,2014,962,White - Non-Latino,31,3.2224532224532227,White - Non-Latino,0.84012849,3.8356671161731732
36274,42101021600,2022,53,Black - Non-Latino,18,33.9622641509434,Black - Non-Latino,8.87185104,3.8280922434134332
62186,42101034702,2023,35,Black - Non-Latino,9,25.71428571428571,Black - Non-Latino,6.72445495,3.8239955365134404
57543,42101032900,2023,22,Asian,3,13.636363636363635,Asian,3.57055515,3.8191158135069374
29891,42101018400,2015,37,Asian,1,2.7027027027027026,Asian,0.7079646,3.817567577111486
415,42101001001,2014,21,Asian,4,19.047619047619047,Asian,4.99423742,3.813919412669622
46265,42101028000,2020,425,White - Non-Latino,11,2.588235294117647,White - Non-Latino,0.67883895,3.812738344076525
61090,42101034501,2017,98,Black - Non-Latino,33,33.6734693877551,Black - Non-Latino,8.84272997,3.808039994661863
14877,42101011200,2023,76,White - Non-Latino,2,2.631578947368421,White - Non-Latino,0.69166363,3.8047091580750325
41777,42101026200,2019,850,White - Non-Latino,35,4.117647058823529,White - Non-Latino,1.08241082,3.8041443994651947
28245,42101017602,2022,672,White - Non-Latino,111,16.517857142857142,White - Non-Latino,4.34338273,3.8029936963112485
13697,42101010700,2023,42,White - Non-Latino,3,7.142857142857142,White - Non-Latino,1.88096575,3.79744136375537
7769,42101008302,2019,5546,White - Non-Latino,132,2.3800937612693835,White - Non-Latino,0.62688646,3.7966903309243327
47413,42101028500,2016,1564,White - Non-Latino,110,7.033248081841433,White - Non-Latino,1.85263158,3.7963554965642077
58510,42101033300,2014,203,Black - Non-Latino,71,34.97536945812808,Black - Non-Latino,9.2130066,3.7963035278980564
34414,42101020700,2017,371,Black - Non-Latino,183,49.32614555256065,Black - Non-Latino,12.99435028,3.7959685932493303
41985,42101026301,2021,83,White - Non-Latino,5,6.024096385542169,White - Non-Latino,1.58854167,3.79221804458058
15953,42101011900,2020,54,White - Non-Latino,5,9.25925925925926,White - Non-Latino,2.44465833,3.7875473826476433
36350,42101021700,2016,365,Black - Non-Latino,111,30.41095890410959,Black - Non-Latino,8.03880804,3.7830184217347718
62294,42101034801,2017,405,Black - Non-Latino,75,18.51851851851852,Black - Non-Latino,4.90811817,3.7730384389906653
10803,42101009400,2015,2917,Asian,23,0.7884813164209805,Asian,0.20904102,3.7718975750356583
36810,42101021900,2022,20,Black - Non-Latino,4,20.0,Black - Non-Latino,5.30726257,3.7684210525125765
70898,42101038400,2016,111,Black - Non-Latino,30,27.027027027027028,Black - Non-Latino,7.1809602,3.7637065621150536
15275,42101011400,2023,32,Asian,1,3.125,Asian,0.83251714,3.753676470853201
64426,42101035602,2021,25,Black - Non-Latino,5,20.0,Black - Non-Latino,5.33591374,3.7481865289673895
59934,42101033702,2022,124,Black - Non-Latino,36,29.03225806451613,Black - Non-Latino,7.74879227,3.746681683146493
34498,42101020700,2021,76,Black - Non-Latino,37,48.68421052631579,Black - Non-Latino,12.99435028,3.746567506437558
32717,42101020101,2017,2029,White - Non-Latino,152,7.491375061606703,White - Non-Latino,2.00169157,3.7425221616968205
27559,42101017500,2017,2770,Asian,31,1.1191335740072201,Asian,0.29931585,3.7389719722735038
1290,42101004202,2014,64,Black - Non-Latino,12,18.75,Black - Non-Latino,5.01522843,3.7386133576372313
36926,42101022000,2021,12,Black - Non-Latino,4,33.33333333333333,Black - Non-Latino,8.92325996,3.7355555573585835
56115,42101031900,2023,11,Asian,1,9.090909090909092,Asian,2.43411788,3.7347858809981265
14251,42101011000,2017,531,Asian,4,0.7532956685499058,Asian,0.20172911,3.7341941802544305
59734,42101033701,2023,55,Black - Non-Latino,10,18.181818181818183,Black - Non-Latino,4.87519501,3.729454543771816
31245,42101019501,2019,1212,White - Non-Latino,199,16.419141914191417,White - Non-Latino,4.40430282,3.727977522261155
10905,42101009400,2018,1909,White - Non-Latino,39,2.0429544264012574,White - Non-Latino,0.54873269,3.723041225047586
65839,42101036201,2018,108,Asian,10,9.25925925925926,Asian,2.48735245,3.722536088224755
25361,42101016800,2016,957,White - Non-Latino,38,3.9707419017763845,White - Non-Latino,1.06734435,3.720206980789644
30746,42101019100,2021,427,Black - Non-Latino,172,40.28103044496487,Black - Non-Latino,10.83532821,3.7175644026905643
59850,42101033702,2018,184,Black - Non-Latino,53,28.804347826086957,Black - Non-Latino,7.74879227,3.717269326938217
59434,42101033600,2021,131,Black - Non-Latino,39,29.770992366412212,Black - Non-Latino,8.01048645,3.716502431186587
162,42101000200,2014,192,Black - Non-Latino,69,35.9375,Black - Non-Latino,9.66973102,3.7164942774178633
46193,42101028000,2017,2974,White - Non-Latino,75,2.5218560860793544,White - Non-Latino,0.67883895,3.714954903632672
21293,42101014800,2022,94,White - Non-Latino,8,8.51063829787234,White - Non-Latino,2.29299363,3.711583925277778
59362,42101033600,2018,229,Black - Non-Latino,68,29.694323144104807,Black - Non-Latino,8.01048645,3.7069313242649335
26911,42101017202,2021,783,Asian,5,0.6385696040868455,Asian,0.17258383,3.7000546579992197
58990,42101033500,2014,514,Black - Non-Latino,172,33.46303501945525,Black - Non-Latino,9.04891304,3.6980170846525504
23486,42101016100,2019,1063,Black - Non-Latino,409,38.47601128880527,Black - Non-Latino,10.41144902,3.6955481619219674
60030,42101033800,2017,208,Black - Non-Latino,65,31.25,Black - Non-Latino,8.4602649,3.6937377693693727
47497,42101028500,2019,1272,White - Non-Latino,87,6.839622641509433,White - Non-Latino,1.85263158,3.6918417646262047
54986,42101031502,2016,241,Black - Non-Latino,63,26.141078838174277,Black - Non-Latino,7.09308113,3.6854335033066623
14897,42101011300,2014,252,White - Non-Latino,7,2.7777777777777777,White - Non-Latino,0.75419952,3.6830808083486684
14517,42101011100,2017,2743,White - Non-Latino,171,6.234050309879693,White - Non-Latino,1.69719828,3.673142014897454
58534,42101033300,2015,198,Black - Non-Latino,67,33.83838383838384,Black - Non-Latino,9.2130066,3.672892607977057
66154,42101036203,2014,127,Black - Non-Latino,12,9.448818897637794,Black - Non-Latino,2.57360109,3.6714388000347773
60602,42101034100,2022,29,Black - Non-Latino,5,17.24137931034483,Black - Non-Latino,4.69786624,3.6700447457492595
47933,42101028700,2017,316,White - Non-Latino,43,13.60759493670886,White - Non-Latino,3.70961308,3.6681979072353443
60082,42101033800,2019,200,Black - Non-Latino,62,31.0,Black - Non-Latino,8.4602649,3.6641878672144177
42249,42101026302,2023,67,White - Non-Latino,3,4.477611940298507,White - Non-Latino,1.22262774,3.662285578681952
55166,42101031600,2014,459,Black - Non-Latino,151,32.89760348583878,Black - Non-Latino,8.99917287,3.655625240349314
7221,42101008200,2018,1517,White - Non-Latino,31,2.0435069215557022,White - Non-Latino,0.55907018,3.655188551740861
62210,42101034801,2014,424,Black - Non-Latino,76,17.92452830188679,Black - Non-Latino,4.90811817,3.6520164513249265
39015,42101024500,2022,1243,Asian,9,0.7240547063555913,Asian,0.19826518,3.6519509192465933
65562,42101036000,2023,103,Black - Non-Latino,33,32.038834951456316,Black - Non-Latino,8.77850672,3.649690770124092
47885,42101028700,2015,229,White - Non-Latino,31,13.537117903930133,White - Non-Latino,3.70961308,3.649199421070117
32633,42101020101,2014,1578,White - Non-Latino,115,7.2877059569074785,White - Non-Latino,2.00169157,3.640773666698051
47385,42101028500,2015,1453,White - Non-Latino,98,6.744666207845835,White - Non-Latino,1.85263158,3.6405868714846346
45615,42101027800,2023,86,Asian,3,3.488372093023256,Asian,0.95960723,3.6352082226634073
47469,42101028500,2018,1323,White - Non-Latino,89,6.72713529856387,White - Non-Latino,1.85263158,3.631124164775314
14433,42101011100,2014,1672,White - Non-Latino,103,6.160287081339713,White - Non-Latino,1.69719828,3.6296802524097025
40607,42101025400,2022,90,Asian,1,1.1111111111111112,Asian,0.30612245,3.6296296175308647
61974,42101034702,2014,250,Black - Non-Latino,61,24.4,Black - Non-Latino,6.72445495,3.6285468757583095
22863,42101015700,2021,56,Asian,2,3.571428571428571,Asian,0.98447558,3.627747243287204
55090,42101031502,2020,35,Black - Non-Latino,9,25.71428571428571,Black - Non-Latino,7.09308113,3.6252631603955323
28293,42101017701,2014,4967,White - Non-Latino,1505,30.29997986712301,White - Non-Latino,8.36707152,3.6213363056233336
26721,42101017201,2023,106,White - Non-Latino,3,2.8301886792452833,White - Non-Latino,0.7827176,3.6158490357764834
38371,42101024200,2023,69,Asian,1,1.4492753623188406,Asian,0.401322,3.611253213925079
21327,42101014900,2015,984,Asian,17,1.7276422764227644,Asian,0.47895135,3.6071352057422206
21517,42101014900,2022,220,White - Non-Latino,8,3.6363636363636362,White - Non-Latino,1.00831863,3.6063636316663477
41873,42101026301,2015,262,White - Non-Latino,15,5.7251908396946565,White - Non-Latino,1.58854167,3.604054553818948
70878,42101038400,2015,116,Black - Non-Latino,30,25.862068965517242,Black - Non-Latino,7.1809602,3.6014778309894044
31217,42101019501,2018,1362,White - Non-Latino,216,15.859030837004406,White - Non-Latino,4.40430282,3.600803914977946
12735,42101010400,2014,1111,Asian,6,0.54005400540054,Asian,0.15006002,3.5989199881523413
59018,42101033500,2015,713,Black - Non-Latino,232,32.53856942496493,Black - Non-Latino,9.04891304,3.595853919816753
19633,42101014100,2023,31,White - Non-Latino,10,32.25806451612903,White - Non-Latino,8.97803247,3.592999315152736
64394,42101035602,2019,120,Black - Non-Latino,23,19.166666666666668,Black - Non-Latino,5.33591374,3.592012090260415
8065,42101008400,2020,1000,White - Non-Latino,28,2.8000000000000003,White - Non-Latino,0.7798574,3.59039998851072
36714,42101021900,2015,63,Black - Non-Latino,12,19.047619047619047,Black - Non-Latino,5.30726257,3.5889724309643585
41755,42101026200,2019,850,Asian,6,0.7058823529411765,Asian,0.19680197,3.5867646697905338
3365,42101006500,2017,2786,White - Non-Latino,69,2.4766690595836325,White - Non-Latino,0.69103879,3.5839797930643407
62435,42101034801,2023,80,Asian,4,5.0,Asian,1.39567341,3.582500006215638
71130,42101038600,2016,38,Black - Non-Latino,17,44.73684210526316,Black - Non-Latino,12.5,3.5789473684210527
11249,42101009500,2022,327,White - Non-Latino,6,1.834862385321101,White - Non-Latino,0.51313009,3.575823014629879
55194,42101031600,2015,317,Black - Non-Latino,102,32.17665615141956,Black - Non-Latino,8.99917287,3.575512618352397
71262,42101038700,2018,119,Black - Non-Latino,52,43.69747899159664,Black - Non-Latino,12.22316865,3.5749714532161545
11121,42101009500,2017,1582,White - Non-Latino,29,1.8331226295828067,White - Non-Latino,0.51313009,3.572432537688068
59102,42101033500,2018,359,Black - Non-Latino,116,32.31197771587744,Black - Non-Latino,9.04891304,3.57081315435842
31375,42101019502,2015,464,Asian,9,1.9396551724137931,Asian,0.54421769,3.5641163601532195
46165,42101028000,2016,1904,White - Non-Latino,46,2.415966386554622,White - Non-Latino,0.67883895,3.558968421824679
24525,42101016500,2021,314,White - Non-Latino,17,5.414012738853503,White - Non-Latino,1.52284264,3.5552016975657468
36898,42101022000,2019,41,Black - Non-Latino,13,31.70731707317073,Black - Non-Latino,8.92325996,3.5533333350484093
14461,42101011100,2015,2806,White - Non-Latino,169,6.022808267997149,White - Non-Latino,1.69719828,3.5486768629044034
14797,42101011200,2019,1797,White - Non-Latino,44,2.448525319977741,White - Non-Latino,0.69166363,3.540052149305206
36646,42101021800,2020,22,Black - Non-Latino,10,45.45454545454545,Black - Non-Latino,12.84339047,3.5391391051077696
24369,42101016500,2015,984,White - Non-Latino,53,5.386178861788618,White - Non-Latino,1.52284264,3.536924118298013
